Informazioni cronologiche,Età,Genere,Occupazione,Settore,Titolo di studio,Sei a conoscenza del progetto Euro Digitale?,Conosci le criptovalute?,Quanto ti identifichi in quanto appena letto?,Quanto sei favorevole con quanto appena letto?,"Se potessi sapere chiaramente come lo Stato utilizza ogni singolo euro delle TUE tasse, come sarebbe la tua opinione rispetto alla risposta precedente?","Se potessi sapere chiaramente come lo Stato utilizza ogni singolo euro delle TUE tasse, saresti più d'accordo nel pagare le tasse?",Che tipo di funzionalità ti aspetti da un sistema come questo?,Cosa ti spaventerebbe/quali sono le tue preoccupazioni riguardo l’utilizzo di questo sistema?
04/11/2023 13.03.56,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 13.39.49,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si e ne posseggo alcune,Abbastanza,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Al momento non ritengo di avere paure a riguardo
04/11/2023 14.10.14,10 - 25 anni,Uomo,Studente,Informatica,Diploma di scuola superiore,No,Si e ne posseggo alcune,Molto,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Nessuna
04/11/2023 14.22.13,58 - 76 anni,Donna,"Impiegato, operaio, addetto",Distribuzione commerciale,Diploma di scuola superiore,No,Si,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 14.29.16,10 - 25 anni,Donna,Studente,Scienze applicate,Licenza media,No,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
04/11/2023 14.30.32,26 - 41 anni,Donna,Docente,Educazione e formazione,Master,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Un po' di più,Tracciabilità delle donazioni alle associazioni di volontariato,Ho paura che la mia privacy venga violata
04/11/2023 14.46.28,58 - 76 anni,Uomo,Pensionato,Dipende pubblico,Diploma di scuola superiore,No,Si,Molto,Indifferente,Sarei più favorevole,Si,Tracciabilità delle donazioni alle associazioni di volontariato,Ho paura che la mia privacy venga violata
04/11/2023 14.56.17,42 - 57 anni,Uomo,Libero professionista,Avvocato,Laurea,No,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
04/11/2023 14.58.38,26 - 41 anni,Uomo,Libero professionista,Distribuzione commerciale,Diploma di scuola superiore,No,Si,Molto,Molto sfavorevole,Sarei più favorevole,Un po' di più,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
04/11/2023 15.12.27,26 - 41 anni,Donna,Disoccupato,Produzioni alimentari,Licenza media,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 15.36.36,58 - 76 anni,Uomo,Libero professionista,Servizi di consulenza professionale,Laurea,No,No,Poco,Molto favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
04/11/2023 15.38.45,42 - 57 anni,Donna,Lavoratore in proprio,Distribuzione commerciale,Diploma di scuola superiore,No,No,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Non ho paura di niente perché, peggio di così non potrebbe andare "
04/11/2023 15.59.50,42 - 57 anni,Uomo,Docente,Ambito umanistico,Laurea,No,Si,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
04/11/2023 16.04.37,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,Si,Si e ne posseggo alcune,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 16.37.35,26 - 41 anni,Uomo,Libero professionista,Educazione e formazione,Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
04/11/2023 16.48.38,42 - 57 anni,Donna,Docente,Educazione e formazione,Laurea,No,No,Molto,Molto favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro"
04/11/2023 16.49.48,58 - 76 anni,Donna,Disoccupato,No,Licenza media,No,No,Poco,Sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
04/11/2023 16.57.39,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Informatica,Laurea,Si,Si,Abbastanza,Sfavorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 16.58.21,10 - 25 anni,Donna,Studente,Servizi socio-sanitari,Diploma di scuola superiore,No,Si,Abbastanza,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
04/11/2023 18.14.22,42 - 57 anni,Donna,Lavoratore in proprio,"Agricoltura, zootecnia, silvicoltura e pesca",Licenza media,No,No,Poco,Abbastanza favorevole,Sarei più favorevole,Si,Tracciabilità delle donazioni alle associazioni di volontariato,Ho paura che la mia privacy venga violata
04/11/2023 18.17.32,58 - 76 anni,Uomo,Pensionato,Forza di polizia,Licenza media,Si,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
04/11/2023 18.57.28,58 - 76 anni,Uomo,Pensionato,Poliziotto,Licenza media,Si,No,Poco,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 19.12.37,42 - 57 anni,Donna,"Impiegato, operaio, addetto",Educazione e formazione,Master,Si,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
04/11/2023 19.38.02,58 - 76 anni,Donna,Docente,Educazione e formazione,Diploma di scuola superiore,No,No,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 20.02.53,26 - 41 anni,Uomo,Quadro,Servizi di consulenza professionale,Master,No,Si e ne posseggo alcune,Poco,Molto favorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 20.26.25,42 - 57 anni,Donna,Lavoratore in proprio,"Agricoltura, zootecnia, silvicoltura e pesca",Licenza media,No,No,Abbastanza,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
04/11/2023 20.54.02,58 - 76 anni,Uomo,Lavoratore in proprio,"Agricoltura, zootecnia, silvicoltura e pesca",Licenza media,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
04/11/2023 22.14.44,26 - 41 anni,Donna,Libero professionista,"Spettacolo, sport, benessere e cura della persona",Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
05/11/2023 11.31.33,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Produzioni metalmeccaniche,Laurea,No,Si,Poco,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
05/11/2023 11.58.33,42 - 57 anni,Uomo,Docente,Educazione e formazione,Dottorato,No,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
05/11/2023 12.18.57,26 - 41 anni,Donna,Studente,Servizi socio-sanitari,Dottorato,No,Si,Poco,Abbastanza favorevole,La mia opinione non cambia,No,"Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
05/11/2023 13.53.48,26 - 41 anni,Uomo,Quadro,Informatica,Master,Si,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
05/11/2023 14.59.33,26 - 41 anni,Uomo,Quadro,Forze armate,Master,No,Si,Poco,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Che i miei dati siano ancora più profilati rispetto a quanto non venga già fatto. Non mi interessa che qualcuno veda cosa compro, quanto guadagno o altro, mi interessa che questi dati vengano utilizzati senza che mi venga dato un ritorno economico."
05/11/2023 17.06.33,58 - 76 anni,Donna,Docente,Educazione e formazione,Diploma di scuola superiore,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
05/11/2023 18.12.59,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Servizi di consulenza professionale,Laurea,Si,No,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
05/11/2023 18.22.14,42 - 57 anni,Donna,Docente,Scuola,Laurea,No,Si,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
05/11/2023 19.37.17,10 - 25 anni,Uomo,Studente,Informatica,Diploma di scuola superiore,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato",Niente
05/11/2023 20.37.11,26 - 41 anni,Donna,Docente,Educazione e formazione,Laurea,No,No,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
05/11/2023 22.53.25,42 - 57 anni,Donna,Lavoratore in proprio,"Agricoltura, zootecnia, silvicoltura e pesca",Licenza media,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
06/11/2023 13.38.34,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Distribuzione commerciale,Diploma di scuola superiore,No,Si,Molto,Molto favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
06/11/2023 13.58.15,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Sicurezza,Diploma di scuola superiore,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
06/11/2023 14.11.53,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Telecomunicazioni,Laurea,No,Si,Molto,Indifferente,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
06/11/2023 14.17.34,10 - 25 anni,Donna,Studente,Informatica,Licenza media,No,No,Poco,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
06/11/2023 14.23.27,77+ anni,Donna,Pensionato,Pensionata,Licenza media,No,No,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
06/11/2023 14.28.47,10 - 25 anni,Donna,Studente,Terzo settore,Laurea,No,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Un po' di più,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
06/11/2023 16.25.13,58 - 76 anni,Donna,Disoccupato,Distribuzione commerciale,Licenza media,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
06/11/2023 19.56.40,58 - 76 anni,Donna,Disoccupato,Casalinga,Licenza media,No,No,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
06/11/2023 20.02.51,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Servizi di consulenza professionale,Master,No,No,Molto,Sfavorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura di subire furti di denaro, Ho paura di poter essere truffato in qualche modo"
06/11/2023 20.03.23,42 - 57 anni,Donna,Disoccupato,"Ambiente, ecologia e sicurezza ambientale",Diploma di scuola superiore,No,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
06/11/2023 22.03.58,42 - 57 anni,Uomo,"Impiegato, operaio, addetto",Edilizia ed impiantistica,Laurea,No,No,Poco,Indifferente,La mia opinione non cambia,No,Tracciabilità delle donazioni alle associazioni di volontariato,Ho paura di poter essere truffato in qualche modo
06/11/2023 22.39.47,26 - 41 anni,Donna,Ricercatore,"Agricoltura, zootecnia, silvicoltura e pesca",Dottorato,No,Si,Molto,Molto sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
06/11/2023 23.25.37,26 - 41 anni,Uomo,Ricercatore,Informatica,Laurea,No,Si,Molto,Sfavorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
07/11/2023 7.17.53,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Diploma di scuola superiore,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
07/11/2023 10.25.18,26 - 41 anni,Donna,Studente,Educazione e formazione,Master,Si,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
